Filter,SWAF,NAF,TAF
FP, 0.01, 0.125000, 0.000000
FP, 0.01, 0.077000, 0.000000
FP, 0.01, 0.043000, 0.020000
FP, 0.01, 0.064000, 0.019000
FP, 0.01, 0.064000, 0.020000
FP, 0.01, 0.043000, 0.019000
FP, 0.01, 0.043000, 0.019000
FP, 0.01, 0.034000, 0.019000
FP, 0.01, 0.034000, 0.019000
FP, 0.01, 0.039000, 0.023000
FP, 0.01, 0.038000, 0.023000
FP, 0.01, 0.036000, 0.019000
FP, 0.01, 0.036000, 0.020000
FP, 0.01, 0.033000, 0.019000
FP, 0.01, 0.033000, 0.018000
FP, 0.01, 0.034000, 0.018000
FP, 0.01, 0.033000, 0.019000
FP, 0.01, 0.035000, 0.018000
FP, 0.01, 0.042000, 0.000000
FP, 0.01, 0.038000, 0.000000
FP, 0.01, 0.038000, 0.000000
FP, 0.01, 0.039000, 0.000000
FP, 0.01, 0.059000, 0.000000
FP, 0.01, 0.042000, 0.000000
FP, 0.01, 0.042000, 0.000000
FP, 0.0025, 0.205000, 0.074000
FP, 0.002612, 0.333000, 0.000000
FP, 0.002503, 0.143000, 0.000000
FP, 0.002503, 0.133000, 0.000000
FP, 0.002503, 0.053000, 0.000000
FP, 0.002503, 0.053000, 0.000000
FP, 0.002503, 0.053000, 0.000000
FP, 0.054, 0.061000, 0.028000
FP, 0.053, 0.060000, 0.028000
FP, 0.052, 0.039000, 0.028000
FP, 0.051, 0.038000, 0.026000
FP, 0.051, 0.038000, 0.030000
FP, 0.051, 0.039000, 0.030000
FP, 0.051, 0.038000, 0.029000
FP, 0.0065, 0.063000, 0.000000
FP, 0.0065, 0.061000, 0.000000
FP, 0.0065, 0.111000, 0.000000
FP, 0.0015, 0.111000, 0.000000
FP, 0.01, 0.053000, 0.079000
FP, 0.0095, 0.054000, 0.079000
FP, 0.015, 0.045000, 0.071000
FP, 0.016, 0.043000, 0.070000
FP, 0.015, 0.042000, 0.068000
PASS, 0.015, 0.192000, 0.000000
FP, 0.015, 0.035000, 0.000000
FP, 0.015, 0.034000, 0.000000
FP, 0.014, 0.056000, 0.000000
FP, 0.007056, 0.286000, 0.000000
FP, 0.004004, 0.286000, 0.000000
FP, 0.004004, 0.049000, 0.023000
FP, 0.004004, 0.048000, 0.158000
FP, 0.02, 0.109000, 0.111000
FP, 0.02, 0.051000, 0.076000
PASS, 0.02, 0.055000, 0.000000
FP, 0.02, 0.074000, 0.000000
FP, 0.02, 0.074000, 0.000000
FP, 0.02, 0.071000, 0.000000
FP, 0.02, 0.074000, 0.000000
FP, 0.001003, 0.074000, 0.000000
FP, 0.015, 0.500000, 0.000000
FP, 0.0025, 0.059000, 0.020000
FP, 0.003, 0.064000, 0.020000
FP, 0.0035, 0.080000, 0.020000
FP, 0.0045, 0.100000, 0.020000
FP, 0.0035, 0.094000, 0.020000
FP, 0.004, 0.089000, 0.020000
FP, 0.006, 0.043000, 0.024000
FP, 0.004, 0.061000, 0.024000
FP, 0.003, 0.047000, 0.024000
FP, 0.003, 0.047000, 0.024000
FP, 0.003, 0.047000, 0.024000
FP, 0.023, 0.054000, 0.064000
PASS, 0.023, 0.262000, 0.000000
PASS, 0.023, 0.468000, 0.000000
FP, 0.005, 0.222000, 0.150000
FP, 0.005, 0.125000, 0.061000
FP, 0.005, 0.085000, 0.045000
FP, 0.005, 0.080000, 0.065000
FP, 0.001, 0.075000, 0.085000
FP, 0.0025, 0.075000, 0.061000
FP, 0.0035, 0.047000, 0.024000
FP, 0.0035, 0.048000, 0.024000
FP, 0.0035, 0.048000, 0.024000
FP, 0.0035, 0.047000, 0.023000
FP, 0.0035, 0.049000, 0.024000
FP, 0.0035, 0.047000, 0.024000
FP, 0.0035, 0.044000, 0.025000
FP, 0.0035, 0.065000, 0.026000
FP, 0.0035, 0.065000, 0.027000
FP, 0.0035, 0.065000, 0.029000
FP, 0.0035, 0.065000, 0.029000
PASS, 0.0035, 0.509000, 0.000000
FP, 0.0035, 0.111000, 0.038000
FP, 0.009, 0.065000, 0.043000
FP, 0.007, 0.060000, 0.015000
FP, 0.202, 0.375000, 0.000000
FP, 0.176, 0.429000, 0.000000
FP, 0.114, 0.500000, 0.000000
FP, 0.112, 0.500000, 0.000000
FP, 0.11, 0.333000, 0.000000
FP, 0.11, 0.052000, 0.000000
FP, 0.11, 0.500000, 0.222000
PASS, 0.11, 0.680000, 0.000000
FP, 0.039, 0.212000, 0.077000
FP, 0.016, 0.250000, 0.050000
FP, 0.027, 0.185000, 0.111000
FP, 0.088, 0.333000, 0.033000
FP, 0.088, 0.250000, 0.050000
FP, 0.139, 0.250000, 0.046000
PASS, 0.089, 0.103000, 0.000000
PASS, 0.084, 0.103000, 0.000000
FP, 0.0005, 0.588000, 0.368000
FP, 0.006, 0.103000, 0.056000
FP, 0.003, 0.097000, 0.048000
FP, 0.002, 0.097000, 0.038000
FP, 0.002, 0.063000, 0.037000
FP, 0.027, 0.059000, 0.045000
PASS, 0.027, 0.578000, 0.000000
FP, 0.027, 0.063000, 0.000000
FP, 0.027, 0.063000, 0.000000
FP, 0.027, 0.143000, 0.116000
FP, 0.0065, 0.067000, 0.026000
FP, 0.0065, 0.067000, 0.026000
FP, 0.006, 0.087000, 0.026000
FP, 0.004, 0.063000, 0.027000
FP, 0.0025, 0.060000, 0.026000
FP, 0.0025, 0.067000, 0.000000
FP, 0.0005, 0.067000, 0.000000
FP, 0.0005, 0.065000, 0.000000
FP, 0.0005, 0.061000, 0.000000
FP, 0.0005, 0.063000, 0.000000
FP, 0.0005, 0.067000, 0.000000
FP, 0.0005, 0.048000, 0.027000
FP, 0.0005, 0.043000, 0.024000
FP, 0.0005, 0.044000, 0.026000
FP, 0.0005, 0.038000, 0.000000
FP, 0.0005, 0.033000, 0.000000
FP, 0.0005, 0.036000, 0.000000
FP, 0.0005, 0.035000, 0.000000
FP, 0.0005, 0.034000, 0.000000
FP, 0.0005, 0.036000, 0.000000
FP, 0.0005, 0.036000, 0.000000
FP, 0.012, 0.125000, 0.048000
FP, 0.012, 0.600000, 0.000000
FP, 0.012, 0.056000, 0.000000
FP, 0.012, 0.055000, 0.000000
FP, 0.012, 0.054000, 0.000000
FP, 0.012, 0.055000, 0.000000
FP, 0.012, 0.056000, 0.000000
FP, 0.012, 0.056000, 0.000000
FP, 0.012, 0.041000, 0.000000
FP, 0.012, 0.039000, 0.000000
FP, 0.012, 0.038000, 0.000000
FP, 0.012, 0.038000, 0.000000
FP, 0.012, 0.038000, 0.000000
FP, 0.012, 0.038000, 0.000000
FP, 0.184, 0.400000, 0.167000
FP, 0.184, 0.400000, 0.167000
FP, 0.184, 0.063000, 0.000000
FP, 0.0055, 0.036000, 0.019000
FP, 0.0065, 0.036000, 0.019000
FP, 0.007, 0.036000, 0.019000
FP, 0.017, 0.038000, 0.000000
FP, 0.018, 0.038000, 0.000000
FP, 0.017, 0.038000, 0.000000
FP, 0.056, 0.118000, 0.032000
FP, 0.033, 0.060000, 0.000000
FP, 0.0005, 0.061000, 0.070000
FP, 0.0005, 0.039000, 0.047000
FP, 0.0005, 0.038000, 0.045000
FP, 0.0005, 0.040000, 0.044000
FP, 0.0005, 0.040000, 0.044000
FP, 0.0005, 0.040000, 0.044000
FP, 0.0005, 0.039000, 0.045000
FP, 0.0005, 0.037000, 0.045000
FP, 0.0005, 0.038000, 0.047000
FP, 0.029, 0.194000, 0.087000
FP, 0.029, 0.059000, 0.043000
FP, 0.003, 0.097000, 0.040000
FP, 0.003, 0.097000, 0.040000
FP, 0.003, 0.049000, 0.060000
FP, 0.003, 0.049000, 0.059000
FP, 0.008, 0.036000, 0.054000
FP, 0.002, 0.038000, 0.056000
FP, 0.0015, 0.038000, 0.054000
FP, 0.0015, 0.038000, 0.030000
FP, 0.0015, 0.038000, 0.031000
FP, 0.022, 0.192000, 0.136000
FP, 0.014, 0.172000, 0.105000
FP, 0.001001, 0.160000, 0.056000
FP, 0.142, 0.667000, 0.000000
FP, 0.141, 0.667000, 0.000000
FP, 0.153, 0.636000, 0.000000
FP, 0.153, 0.055000, 0.000000
FP, 0.153, 0.043000, 0.026000
FP, 0.153, 0.042000, 0.026000
FP, 0.153, 0.042000, 0.026000
FP, 0.153, 0.043000, 0.024000
FP, 0.153, 0.045000, 0.024000
FP, 0.153, 0.043000, 0.024000
FP, 0.153, 0.043000, 0.024000
FP, 0.085, 0.078000, 0.048000
FP, 0.089, 0.083000, 0.053000
FP, 0.088, 0.093000, 0.051000
FP, 0.005, 0.031000, 0.000000
FP, 0.0055, 0.030000, 0.000000
FP, 0.131, 0.060000, 0.043000
FP, 0.003, 0.049000, 0.041000
FP, 0.003, 0.043000, 0.019000
PASS, 0.003, 0.557000, 0.000000
FP, 0.003, 0.122000, 0.111000
FP, 0.074, 0.135000, 0.148000
PASS, 0.074, 0.483000, 0.000000
FP, 0.074, 0.048000, 0.000000
FP, 0.066, 0.286000, 0.100000
FP, 0.039, 0.286000, 0.100000
FP, 0.053, 0.063000, 0.045000
FP, 0.052, 0.063000, 0.045000
FP, 0.052, 0.063000, 0.047000
FP, 0.051, 0.061000, 0.043000
FP, 0.053, 0.064000, 0.043000
FP, 0.053, 0.067000, 0.043000
FP, 0.054, 0.067000, 0.047000
FP, 0.088, 0.308000, 0.000000
FP, 0.088, 0.375000, 0.000000
FP, 0.088, 0.045000, 0.000000
FP, 0.088, 0.044000, 0.000000
FP, 0.088, 0.043000, 0.000000
FP, 0.088, 0.040000, 0.000000
FP, 0.088, 0.500000, 0.000000
PASS, 0.088, 0.508000, 0.000000
FP, 0.006708, 0.267000, 0.059000
FP, 0.029, 0.038000, 0.063000
FP, 0.028, 0.038000, 0.063000
FP, 0.0015, 0.041000, 0.000000
FP, 0.0035, 0.042000, 0.000000
FP, 0.0035, 0.043000, 0.026000
FP, 0.005, 0.044000, 0.047000
FP, 0.012, 0.048000, 0.079000
FP, 0.012, 0.048000, 0.079000
FP, 0.012, 0.375000, 0.000000
FP, 0.384, 0.375000, 0.000000
FP, 0.367, 0.167000, 0.086000
FP, 0.537, 0.630000, 0.231000
FP, 0.537, 0.714000, 0.000000
FP, 0.194, 0.136000, 0.063000
FP, 0.041, 0.132000, 0.042000
PASS, 0.041, 0.189000, 0.000000
FP, 0.041, 0.095000, 0.063000
FP, 0.021, 0.083000, 0.000000
FP, 0.01, 0.088000, 0.056000
FP, 0.01, 0.027000, 0.057000
FP, 0.01, 0.026000, 0.057000
FP, 0.01, 0.027000, 0.030000
FP, 0.01, 0.027000, 0.031000
FP, 0.015, 0.344000, 0.200000
FP, 0.18, 1.000000, 0.000000
FP, 0.18, 0.102000, 0.000000
FP, 0.223, 0.111000, 0.065000
FP, 0.223, 0.049000, 0.000000
FP, 0.223, 0.034000, 0.000000
FP, 0.223, 0.150000, 0.044000
FP, 0.223, 0.093000, 0.000000
FP, 0.045, 0.526000, 0.063000
FP, 0.045, 0.125000, 0.000000
FP, 0.045, 0.400000, 0.000000
FP, 0.001022, 0.400000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.037000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.039000, 0.000000
FP, 0.001022, 0.037000, 0.000000
FP, 0.001022, 0.036000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.038000, 0.000000
FP, 0.001022, 0.038000, 0.000000
PASS, 0.001022, 0.192000, 0.000000
FP, 0.0015, 0.115000, 0.061000
FP, 0.0015, 0.080000, 0.061000
FP, 0.0015, 0.057000, 0.000000
FP, 0.0015, 0.054000, 0.000000
FP, 0.0015, 0.053000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.073000, 0.000000
FP, 0.0015, 0.077000, 0.000000
FP, 0.0015, 0.077000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.075000, 0.000000
FP, 0.0015, 0.077000, 0.000000
FP, 0.0015, 0.156000, 0.000000
FP, 0.0015, 0.054000, 0.025000
FP, 0.0015, 0.056000, 0.026000
FP, 0.076, 0.167000, 0.057000
FP, 0.076, 0.036000, 0.000000
FP, 0.076, 0.035000, 0.000000
FP, 0.076, 0.034000, 0.000000
FP, 0.076, 0.357000, 0.000000
FP, 0.0045, 0.073000, 0.000000
FP, 0.0045, 0.079000, 0.000000
FP, 0.0045, 0.079000, 0.000000
FP, 0.003006, 0.057000, 0.000000
FP, 0.003006, 1.000000, 0.000000
FP, 0.002, 0.065000, 0.030000
FP, 0.002, 0.065000, 0.029000
FP, 0.0015, 0.044000, 0.029000
FP, 0.0015, 0.045000, 0.028000
FP, 0.0015, 0.047000, 0.029000
FP, 0.0015, 0.047000, 0.029000
FP, 0.02, 0.108000, 0.036000
FP, 0.014, 0.108000, 0.040000
FP, 0.013, 0.108000, 0.038000
FP, 0.0015, 0.057000, 0.000000
FP, 0.0015, 0.056000, 0.000000
FP, 0.002, 0.057000, 0.024000
FP, 0.0055, 0.068000, 0.067000
FP, 0.005, 0.067000, 0.067000
FP, 0.0035, 0.047000, 0.000000
FP, 0.0035, 0.047000, 0.000000
FP, 0.001, 0.047000, 0.000000
FP, 0.002, 0.047000, 0.000000
FP, 0.022, 0.115000, 0.036000
FP, 0.017, 0.115000, 0.036000
FP, 0.016, 0.115000, 0.036000
FP, 0.01, 0.080000, 0.036000
FP, 0.016, 0.067000, 0.063000
FP, 0.014, 0.065000, 0.063000
FP, 0.013, 0.065000, 0.063000
FP, 0.013, 0.040000, 0.028000
FP, 0.013, 0.061000, 0.028000
FP, 0.013, 0.039000, 0.000000
FP, 0.013, 0.039000, 0.000000
FP, 0.0005, 0.096000, 0.068000
FP, 0.0045, 0.094000, 0.045000
PASS, 0.001, 0.087000, 0.019000
FP, 0.017, 0.400000, 0.000000
FP, 0.027, 0.200000, 0.067000
FP, 0.027, 0.182000, 0.091000
PASS, 0.027, 0.415000, 0.000000
FP, 0.0025, 0.078000, 0.025000
FP, 0.0025, 0.077000, 0.025000
FP, 0.0025, 0.083000, 0.026000
FP, 0.0025, 0.080000, 0.027000
FP, 0.0025, 0.077000, 0.026000
FP, 0.0025, 0.077000, 0.026000
FP, 0.068, 0.118000, 0.033000
FP, 0.069, 0.118000, 0.031000
FP, 0.069, 0.161000, 0.182000
FP, 0.0005, 0.054000, 0.000000
FP, 0.0005, 0.054000, 0.000000
FP, 0.0005, 0.054000, 0.000000
FP, 0.0005, 0.036000, 0.000000
FP, 0.008, 0.091000, 0.053000
FP, 0.008, 0.091000, 0.053000
FP, 0.008, 0.059000, 0.054000
FP, 0.0025, 0.064000, 0.069000
FP, 0.0025, 0.257000, 0.045000
FP, 0.001, 0.032000, 0.027000
FP, 0.001, 0.031000, 0.027000
FP, 0.001, 0.032000, 0.027000
FP, 0.001, 0.222000, 0.000000
FP, 0.001, 0.053000, 0.038000
FP, 0.001, 0.083000, 0.000000
FP, 0.001, 0.038000, 0.000000
FP, 0.001, 0.038000, 0.000000
FP, 0.001, 0.037000, 0.000000
FP, 0.001, 0.038000, 0.000000
FP, 0.057, 0.500000, 0.200000
FP, 0.057, 0.571000, 0.200000
FP, 0.05, 0.081000, 0.087000
FP, 0.049, 0.081000, 0.087000
FP, 0.035, 0.077000, 0.080000
FP, 0.002, 0.045000, 0.023000
FP, 0.002, 0.049000, 0.024000
FP, 0.002, 0.049000, 0.024000
FP, 0.032, 0.219000, 0.000000
FP, 0.032, 0.038000, 0.023000
FP, 0.032, 0.038000, 0.023000
FP, 0.032, 0.105000, 0.076000
FP, 0.032, 0.110000, 0.143000
FP, 0.032, 0.040000, 0.027000
FP, 0.023, 0.143000, 0.077000
FP, 0.0015, 0.075000, 0.081000
FP, 0.0015, 0.074000, 0.081000
FP, 0.001, 0.069000, 0.079000
FP, 0.001, 0.074000, 0.081000
FP, 0.001, 0.069000, 0.081000
FP, 0.001, 0.032000, 0.029000
FP, 0.001, 0.030000, 0.000000
FP, 0.001, 0.048000, 0.020000
FP, 0.001, 0.048000, 0.018000
FP, 0.001, 0.047000, 0.018000
FP, 0.001, 0.045000, 0.018000
FP, 0.001, 0.045000, 0.019000
FP, 0.001, 0.028000, 0.019000
FP, 0.001, 0.067000, 0.000000
FP, 0.001, 0.071000, 0.000000
FP, 0.001, 0.060000, 0.042000
FP, 0.001, 0.064000, 0.043000
FP, 0.025, 0.097000, 0.000000
FP, 0.022, 0.067000, 0.000000
FP, 0.016, 0.067000, 0.000000
FP, 0.0025, 0.032000, 0.022000
FP, 0.0025, 0.032000, 0.022000
FP, 0.029, 0.069000, 0.042000
FP, 0.029, 0.069000, 0.042000
FP, 0.026, 0.077000, 0.000000
FP, 0.023, 0.074000, 0.000000
FP, 0.061, 0.115000, 0.115000
FP, 0.039, 0.107000, 0.071000
FP, 0.003, 0.061000, 0.032000
FP, 0.004, 0.065000, 0.032000
FP, 0.004, 0.065000, 0.031000
FP, 0.004, 0.059000, 0.034000
FP, 0.003, 0.059000, 0.034000
FP, 0.018, 0.105000, 0.043000
FP, 0.015, 0.135000, 0.043000
FP, 0.015, 0.083000, 0.000000
FP, 0.002, 0.034000, 0.031000
FP, 0.002, 0.034000, 0.030000
FP, 0.0015, 0.050000, 0.029000
FP, 0.0015, 0.085000, 0.029000
FP, 0.0075, 0.036000, 0.000000
FP, 0.0075, 0.036000, 0.000000
FP, 0.0075, 0.038000, 0.000000
FP, 0.043, 0.070000, 0.077000
FP, 0.023, 0.083000, 0.024000
FP, 0.023, 0.043000, 0.027000
FP, 0.023, 0.042000, 0.029000
FP, 0.023, 0.042000, 0.028000
FP, 0.023, 0.043000, 0.027000
FP, 0.023, 0.042000, 0.026000
FP, 0.023, 0.042000, 0.025000
FP, 0.023, 0.044000, 0.023000
FP, 0.023, 0.043000, 0.023000
FP, 0.023, 0.385000, 0.100000
FP, 0.035, 0.035000, 0.000000
FP, 0.034, 0.066000, 0.000000
FP, 0.011, 0.048000, 0.000000
FP, 0.011, 0.057000, 0.020000
FP, 0.011, 0.057000, 0.000000
FP, 0.011, 0.058000, 0.000000
FP, 0.011, 0.041000, 0.059000
FP, 0.014, 0.040000, 0.029000
FP, 0.017, 0.039000, 0.028000
FP, 0.116, 0.060000, 0.029000
FP, 0.002, 0.064000, 0.000000
FP, 0.002, 0.064000, 0.000000
FP, 0.002, 0.040000, 0.026000
FP, 0.002, 0.039000, 0.025000
FP, 0.002, 0.038000, 0.026000
FP, 0.002, 0.038000, 0.026000
FP, 0.002, 0.038000, 0.026000
FP, 0.005, 0.077000, 0.067000
FP, 0.005, 0.077000, 0.064000
FP, 0.005, 0.075000, 0.045000
FP, 0.002, 0.063000, 0.048000
FP, 0.002, 0.063000, 0.047000
FP, 0.002, 0.065000, 0.047000
FP, 0.002, 0.065000, 0.047000
FP, 0.0045, 0.119000, 0.083000
FP, 0.036, 0.114000, 0.038000
FP, 0.033, 0.061000, 0.000000
FP, 0.032, 0.147000, 0.074000
FP, 0.024, 0.111000, 0.033000
FP, 0.024, 0.016000, 0.045000
FP, 0.016, 0.174000, 0.000000
FP, 0.014, 0.167000, 0.000000
FP, 0.011, 0.143000, 0.000000
FP, 0.005629, 0.095000, 0.000000
FP, 0.00402, 0.100000, 0.000000
FP, 0.00402, 0.182000, 0.000000
FP, 0.015, 0.448000, 0.222000
FP, 0.016, 0.088000, 0.040000
FP, 0.017, 0.088000, 0.040000
FP, 0.012, 0.088000, 0.000000
FP, 0.01, 0.091000, 0.000000
FP, 0.0055, 0.067000, 0.000000
FP, 0.049, 0.109000, 0.034000
FP, 0.04, 0.080000, 0.032000
FP, 0.04, 0.082000, 0.032000
FP, 0.026, 0.083000, 0.032000
FP, 0.026, 0.313000, 0.077000
FP, 0.019, 0.051000, 0.057000
FP, 0.019, 0.054000, 0.057000
FP, 0.019, 0.750000, 0.000000
FP, 0.001, 0.054000, 0.029000
FP, 0.001, 0.054000, 0.027000
FP, 0.001, 0.054000, 0.026000
FP, 0.001, 0.051000, 0.026000
FP, 0.001, 0.049000, 0.000000
FP, 0.001, 0.092000, 0.054000
FP, 0.005, 0.054000, 0.000000
FP, 0.017, 0.098000, 0.000000
FP, 0.018, 0.050000, 0.000000
FP, 0.018, 0.100000, 0.000000
FP, 0.018, 0.095000, 0.000000
FP, 0.018, 0.100000, 0.000000
FP, 0.018, 0.100000, 0.000000
FP, 0.018, 0.100000, 0.000000
FP, 0.018, 0.105000, 0.000000
FP, 0.018, 0.111000, 0.000000
FP, 0.003, 0.061000, 0.045000
FP, 0.003, 0.061000, 0.045000
FP, 0.002, 0.059000, 0.000000
FP, 0.0025, 0.059000, 0.000000
FP, 0.002, 0.057000, 0.000000
FP, 0.002, 0.054000, 0.000000
FP, 0.002366, 0.057000, 0.000000
FP, 0.002366, 0.069000, 0.000000
FP, 0.0055, 0.048000, 0.000000
FP, 0.005, 0.048000, 0.000000
FP, 0.0045, 0.047000, 0.000000
FP, 0.0035, 0.045000, 0.000000
FP, 0.0035, 0.045000, 0.000000
FP, 0.002, 0.044000, 0.000000
FP, 0.002, 0.044000, 0.000000
FP, 0.002, 0.067000, 0.000000
PASS, 0.002, 0.258000, 0.000000
FP, 0.002, 0.636000, 0.000000
FP, 0.382, 0.636000, 0.000000
FP, 0.329, 0.667000, 0.000000
FP, 0.329, 0.031000, 0.026000
FP, 0.329, 0.031000, 0.026000
FP, 0.329, 0.030000, 0.027000
FP, 0.0005, 0.109000, 0.000000
FP, 0.0075, 0.063000, 0.048000
PASS, 0.02, 0.073000, 0.000000
FP, 0.017, 0.053000, 0.000000
FP, 0.011, 0.061000, 0.000000
FP, 0.0095, 0.063000, 0.000000
FP, 0.008, 0.039000, 0.029000
FP, 0.0095, 0.077000, 0.086000
FP, 0.0085, 0.074000, 0.081000
FP, 0.0085, 0.074000, 0.056000
FP, 0.009, 0.080000, 0.057000
PASS, 0.009, 0.438000, 0.000000
FP, 0.009, 0.050000, 0.000000
FP, 0.009, 0.050000, 0.000000
FP, 0.009, 0.063000, 0.033000
FP, 0.009, 0.061000, 0.033000
FP, 0.009, 0.059000, 0.033000
FP, 0.009, 0.061000, 0.033000
FP, 0.009, 0.057000, 0.000000
FP, 0.009, 0.057000, 0.000000
FP, 0.009, 0.057000, 0.000000
FP, 0.009, 0.057000, 0.000000
FP, 0.009, 0.056000, 0.000000
FP, 0.009, 0.091000, 0.033000
FP, 0.229, 0.455000, 0.200000
FP, 0.229, 0.343000, 0.213000
FP, 0.229, 0.041000, 0.034000
FP, 0.229, 0.042000, 0.034000
FP, 0.229, 0.040000, 0.033000
FP, 0.229, 0.039000, 0.032000
FP, 0.229, 0.039000, 0.031000
FP, 0.229, 0.039000, 0.000000
FP, 0.229, 0.037000, 0.000000
FP, 0.084, 0.091000, 0.061000
FP, 0.068, 0.085000, 0.061000
FP, 0.042, 0.063000, 0.061000
FP, 0.005, 0.038000, 0.061000
FP, 0.005, 0.059000, 0.042000
FP, 0.005, 0.042000, 0.000000
FP, 0.005, 0.042000, 0.000000
FP, 0.005, 0.044000, 0.000000
FP, 0.005, 0.043000, 0.000000
FP, 0.005, 0.043000, 0.000000
FP, 0.04, 0.061000, 0.037000
FP, 0.04, 0.045000, 0.036000
FP, 0.04, 0.045000, 0.036000
FP, 0.0005, 0.045000, 0.037000
FP, 0.001, 0.068000, 0.000000
FP, 0.001, 0.054000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.0005, 0.038000, 0.000000
FP, 0.0005, 0.039000, 0.000000
FP, 0.0005, 0.038000, 0.000000
FP, 0.008, 0.033000, 0.043000
FP, 0.008, 0.032000, 0.043000
FP, 0.008, 0.032000, 0.042000
FP, 0.008, 0.033000, 0.043000
FP, 0.008, 0.033000, 0.042000
FP, 0.008, 0.033000, 0.040000
FP, 0.008, 0.033000, 0.041000
FP, 0.008, 0.034000, 0.043000
FP, 0.008, 0.034000, 0.041000
FP, 0.0075, 0.034000, 0.040000
FP, 0.0075, 0.035000, 0.040000
FP, 0.0075, 0.036000, 0.041000
FP, 0.004, 0.031000, 0.000000
FP, 0.002, 0.031000, 0.000000
FP, 0.002, 0.083000, 0.000000
FP, 0.317, 0.250000, 0.000000
FP, 0.014, 0.054000, 0.045000
FP, 0.014, 0.467000, 0.000000
FP, 0.014, 0.050000, 0.000000
FP, 0.014, 0.049000, 0.000000
FP, 0.014, 0.050000, 0.000000
FP, 0.014, 0.050000, 0.000000
FP, 0.014, 0.056000, 0.000000
FP, 0.014, 0.056000, 0.000000
FP, 0.014, 0.056000, 0.028000
FP, 0.014, 0.054000, 0.000000
FP, 0.014, 0.056000, 0.000000
FP, 0.014, 0.056000, 0.000000
FP, 0.031, 0.067000, 0.045000
FP, 0.002, 0.043000, 0.024000
FP, 0.002, 0.043000, 0.024000
FP, 0.003, 0.048000, 0.022000
FP, 0.0025, 0.053000, 0.022000
FP, 0.0025, 0.053000, 0.022000
FP, 0.011, 0.067000, 0.053000
FP, 0.007, 0.067000, 0.053000
FP, 0.0005, 0.063000, 0.053000
FP, 0.0005, 0.063000, 0.050000
FP, 0.0005, 0.061000, 0.048000
FP, 0.0005, 0.061000, 0.048000
FP, 0.003, 0.059000, 0.043000
FP, 0.003, 0.059000, 0.087000
FP, 0.003, 0.061000, 0.050000
FP, 0.003, 0.061000, 0.050000
FP, 0.003, 0.063000, 0.053000
FP, 0.0005, 0.061000, 0.050000
FP, 0.0005, 0.061000, 0.050000
FP, 0.0005, 0.061000, 0.048000
FP, 0.138, 0.192000, 0.091000
FP, 0.138, 0.049000, 0.034000
FP, 0.138, 0.045000, 0.000000
FP, 0.138, 0.043000, 0.000000
FP, 0.138, 0.044000, 0.000000
FP, 0.138, 0.047000, 0.000000
FP, 0.0035, 0.103000, 0.051000
FP, 0.0035, 0.085000, 0.043000
FP, 0.003, 0.067000, 0.048000
FP, 0.003, 0.045000, 0.049000
FP, 0.003, 0.045000, 0.049000
FP, 0.062, 0.188000, 0.100000
FP, 0.062, 0.042000, 0.096000
FP, 0.062, 0.094000, 0.026000
FP, 0.062, 0.250000, 0.000000
PASS, 0.062, 0.161000, 0.000000
FP, 0.056, 0.115000, 0.087000
FP, 0.139, 0.115000, 0.083000
FP, 0.139, 0.024000, 0.000000
FP, 0.008, 0.111000, 0.000000
FP, 0.016, 0.111000, 0.000000
FP, 0.0055, 0.105000, 0.000000
FP, 0.063, 0.075000, 0.077000
FP, 0.063, 0.059000, 0.053000
FP, 0.063, 0.057000, 0.053000
FP, 0.063, 0.057000, 0.051000
FP, 0.006722, 0.088000, 0.056000
FP, 0.006729, 0.059000, 0.054000
FP, 0.155, 0.095000, 0.000000
FP, 0.028, 0.069000, 0.000000
FP, 0.028, 0.069000, 0.000000
FP, 0.027, 0.067000, 0.000000
FP, 0.028, 0.071000, 0.000000
FP, 0.026, 0.091000, 0.000000
FP, 0.029, 0.103000, 0.000000
FP, 0.03, 0.111000, 0.000000
FP, 0.315, 0.188000, 0.083000
FP, 0.315, 0.037000, 0.000000
FP, 0.315, 0.035000, 0.000000
FP, 0.315, 0.035000, 0.000000
FP, 0.315, 0.036000, 0.000000
FP, 0.315, 0.036000, 0.000000
FP, 0.315, 0.037000, 0.000000
FP, 0.315, 0.036000, 0.000000
FP, 0.315, 0.035000, 0.000000
FP, 0.315, 0.035000, 0.000000
FP, 0.315, 0.034000, 0.000000
FP, 0.315, 0.035000, 0.000000
FP, 0.315, 0.200000, 0.000000
FP, 0.144, 0.114000, 0.000000
FP, 0.153, 0.105000, 0.000000
FP, 0.153, 0.108000, 0.000000
